firm,size,year,treshold,ROA3,ROA,FL,ETL,ROA2,ETLL,PPD,ROE,ROC,BVnK2,BVnK,GPM,PpDRG,RGSiD,NPA,RK,DAA,IADMA,IADMA2,KZP,KZP2,DZP,DZP2,ZFPP,IiPKKCHoSP,AR,ADA,AAA,RnSK,RnP,RnBA,EnR,OEnP,EnS,PPP,PPA,PPD,EDMA,EDMA2,OL,OL2,BL,NL,AL,AL2,PoOK,PoOK2,FM,VzGnSoD,FA,FLL,PnKZ,FS,OKP,InPoP,PRnK,OPnL,OPP,LP,DDkSK,ODA2,OKA,OKA2,ZnS,OnA2,OnB,SSnD,KSnDpDP,KSOLP,SSOLP,Unempoyment,Inlation,GDPgrove,GP,GP.index,EGP,KPEE
14,3,2010,250,0.049199,0.051473,0.543727,0.212273,0.032874,0.195272,0.157756,0.079566,0.109469,0.109469,0.073145,0.058327,0.076219,0.598462,0.027306,-0.464229,0.922551,0.102739,0.132379,0.940705,0.969704,0.059295,0.063876,0.718702,-0.169212,0.088120,0.898312,0.828738,0.076916,0.056660,0.032626,1.061940,0.078714,0.742908,0.146439,0.091529,0.157756,0.698938,0.703241,0.142980,0.138833,0.138200,0.072853,0.032674,0.032612,-0.748370,-0.758576,-1.094416,1.124136,0.424179,0.568178,0.150149,0.496799,-0.806203,0.031898,0.846117,0.331966,0.170205,0.031263,0.080492,0.676759,8.009402,8.177043,1.477631,0.625029,0.092148,1.477377,1.472760,0.180000,0.200000,10.300000,2.438991,0.024457,-0.011877,1.000000,2.630467,0.998044
14,3,2009,250,0.054373,0.049199,0.568178,0.195272,0.037251,0.187126,0.146941,0.094701,0.123881,0.123881,0.084870,0.065585,0.085320,0.524528,-0.001458,-0.484187,0.924590,0.162387,0.248623,1.000000,1.000000,0.068663,0.081206,0.577856,-0.040434,0.070618,0.998667,0.923358,0.090426,0.064957,0.036349,1.070189,0.086931,0.714028,0.134724,0.084266,0.146941,0.685725,0.713197,0.134757,0.154892,0.133803,0.068700,0.032552,0.018811,-0.793304,-0.758109,-1.204506,1.140525,0.418042,0.573885,0.165841,0.476323,-0.865243,-0.044496,0.787001,0.315532,0.186854,0.033176,0.095586,0.685006,8.093682,7.196997,1.459842,0.625474,0.092833,1.406695,1.364090,0.550000,2.405833,6.800000,2.753202,0.003161,0.115528,1.012020,2.521749,0.989960
14,3,2008,250,0.063261,0.054373,0.573885,0.187126,0.031891,0.180117,0.115565,0.081716,0.145732,0.145388,0.073292,0.049629,0.062581,0.684743,-0.028681,-0.463658,0.901010,0.342058,0.392068,1.000000,0.972752,0.094316,0.075660,0.562596,-0.062922,0.054306,0.998204,0.899391,0.078508,0.053621,0.030170,1.052221,0.089159,1.111711,0.096869,0.068731,0.115565,0.777561,0.821314,0.175936,0.166164,0.172599,0.163701,0.004449,0.004635,-0.690747,-0.662278,-1.206548,1.130032,0.405821,0.593104,0.168111,0.485402,-0.824064,0.524556,0.777309,0.495943,0.325383,0.058607,0.138092,0.783990,6.780903,7.577101,1.275527,0.710478,0.140947,1.337227,1.387310,5.770000,5.117500,5.600000,12.348720,0.146414,0.330241,0.907212,2.907131,1.055668
14,3,2007,250,0.045122,0.063261,0.593104,0.180117,0.014304,0.132964,0.072287,0.038627,0.112810,0.111745,0.035423,0.035035,0.046733,1.407219,-0.046544,-0.476909,0.909524,0.448041,0.501020,0.944015,0.952465,0.055985,0.047535,0.528700,0.041287,0.060123,0.474400,0.431478,0.034189,0.022693,0.013571,1.036307,0.086741,1.178115,0.087589,0.045563,0.072287,0.570845,0.590139,0.155247,0.115894,0.117024,0.107340,0.004842,0.004009,-0.966278,-1.010685,-1.201414,1.207805,0.398955,0.599946,0.182757,0.473256,-0.797460,0.360859,0.762437,0.651625,0.413231,0.054326,0.084344,0.559618,5.631245,7.547910,1.786933,0.520991,0.128321,1.429038,1.331220,4.580000,3.924167,6.900000,8.402534,0.192506,0.069444,0.681991,3.778226,1.000000
15,2,2013,700,0.046016,0.024779,0.296570,0.269861,0.032625,0.297953,0.242457,0.050416,0.060258,0.060124,0.042628,0.033136,0.041360,1.286605,0.000000,0.086871,0.581475,0.002477,0.005988,0.987069,0.666838,0.012931,0.333162,0.878233,-0.181445,0.045470,0.873492,0.507914,0.049605,0.098060,0.032734,1.034272,0.042755,1.956656,0.074950,0.080667,0.242457,1.858824,1.797605,1.263646,1.712913,1.258734,1.230349,0.014192,0.011530,0.080446,0.154480,0.131643,0.968155,0.664072,0.332788,-0.131550,1.142283,0.260237,-0.170604,2.015830,0.291228,0.150090,0.044720,0.006541,1.796529,2.593521,2.694189,0.556629,1.077821,0.379747,1.473555,1.419020,0.020000,0.018333,12.900000,0.890094,0.001536,-0.065055,1.345635,2.227299,1.014518
15,2,2012,700,0.062209,0.046016,0.332788,0.297953,0.045695,0.323558,0.258553,0.074255,0.077520,0.077554,0.056967,0.039355,0.048040,1.256127,0.000000,0.245131,0.616580,0.009275,0.007999,0.376344,0.513532,0.623656,0.486468,0.623656,0.031193,0.038407,0.961171,0.592639,0.072937,0.126588,0.046275,1.040967,0.048708,2.108958,0.073076,0.093331,0.258553,2.098261,2.031715,2.781818,1.878071,2.777922,2.767532,0.005195,0.016525,0.189529,0.135792,0.386370,1.030146,0.634447,0.365099,0.332468,1.398725,0.670577,0.045343,6.268831,0.265306,0.157100,0.050831,0.359335,2.031430,3.379552,3.443044,0.492264,1.277621,0.294930,1.522050,1.483600,0.030000,0.113333,12.300000,2.954568,0.015862,0.249542,1.439266,1.996101,1.024021
15,2,2011,700,0.056184,0.062209,0.365099,0.323558,0.040304,0.270527,0.215212,0.070308,0.078701,0.076244,0.054695,0.036905,0.045177,1.402445,0.000000,0.103502,0.640530,0.006801,0.026198,0.634831,0.616538,0.365169,0.329550,0.580812,0.081881,0.039207,0.965452,0.618400,0.068029,0.100691,0.040599,1.038319,0.046903,1.925483,0.071913,0.086144,0.215212,1.883841,1.823328,1.404357,1.303748,1.403676,1.358747,0.022464,0.030901,0.085776,0.066715,0.173431,1.053026,0.596794,0.399755,0.279101,1.161589,0.256698,0.099905,2.906739,0.282548,0.162939,0.044080,0.246715,1.823328,3.356762,3.492184,0.548448,1.197890,0.292996,1.406451,1.511580,0.220000,0.195000,11.300000,4.219903,0.080085,0.151835,1.151835,2.181925,1.043590
15,2,2010,700,0.030587,0.056184,0.399755,0.270527,0.018775,0.183588,0.151908,0.032834,0.040375,0.040196,0.024674,0.017956,0.021534,1.452799,0.000000,0.056672,0.673193,0.044388,0.030841,0.600382,0.562473,0.298092,0.437527,0.590076,0.084586,0.047314,0.929592,0.625794,0.032157,0.039313,0.017688,1.018284,0.026652,1.730859,0.063215,0.072548,0.151908,1.606122,1.631722,1.209790,1.241221,1.208519,1.130960,0.038779,0.030534,0.052414,0.050191,0.103028,1.114290,0.550060,0.444117,0.449460,1.016327,0.125954,-0.035539,2.532740,0.387097,0.149688,0.027481,0.243834,1.631722,3.308460,3.872079,0.612849,1.147962,0.292249,1.477377,1.472760,0.180000,0.200000,10.300000,2.438991,0.024457,-0.011877,1.000000,2.630467,0.998044
15,2,2009,700,0.033308,0.030587,0.444117,0.183588,0.016248,0.230618,0.178116,0.027755,0.040690,0.042128,0.020550,0.014087,0.017118,1.478510,0.000000,0.058652,0.737425,0.016855,0.050324,0.513739,0.494938,0.616781,0.567695,0.855250,-0.044267,0.043162,0.956281,0.705185,0.027353,0.041217,0.016314,1.021349,0.026379,1.873977,0.055607,0.070213,0.178116,1.719252,1.729043,1.288443,1.296860,1.277937,1.241643,0.018147,0.022835,0.046262,0.047794,0.098339,1.042059,0.601096,0.396660,0.302770,1.139847,0.148184,0.064232,4.133715,0.513089,0.208511,0.048086,0.409313,1.729043,4.839140,4.789435,0.578355,1.270410,0.202053,1.406695,1.364090,0.550000,2.405833,6.800000,2.753202,0.003161,0.115528,1.012020,2.521749,0.989960
15,2,2008,700,0.036909,0.033308,0.396660,0.230618,0.018681,0.209144,0.157537,0.032373,0.044861,0.045404,0.022980,0.017155,0.021414,1.635574,0.000000,0.062030,0.723175,0.084177,0.070430,0.477592,0.419107,0.522408,0.580893,0.746492,-0.090191,0.041660,0.888652,0.642651,0.031858,0.043006,0.018301,1.017454,0.030600,1.827771,0.056733,0.068430,0.157537,1.633990,1.648925,1.305213,1.448697,1.289100,1.234123,0.027488,0.042152,0.052494,0.065944,0.107981,1.036288,0.574456,0.422317,0.239810,1.101758,0.145767,0.390299,3.920379,0.492823,0.222944,0.046627,0.386989,1.644724,4.454611,4.696784,0.608005,1.218151,0.216987,1.337227,1.387310,5.770000,5.117500,5.600000,12.348720,0.146414,0.330241,0.907212,2.907131,1.055668
15,2,2007,700,0.043553,0.036909,0.422317,0.209144,0.029258,0.223602,0.179646,0.049637,0.051267,0.050792,0.034121,0.034962,0.048000,1.411570,0.000000,0.097791,0.743976,0.056430,0.059820,0.357382,0.347233,0.642618,0.652767,0.695174,-0.046158,0.054807,0.916329,0.681727,0.048493,0.066890,0.028112,1.036229,0.047235,1.343893,0.085222,0.078579,0.179646,1.196961,1.224705,1.651070,1.707704,1.629679,1.504011,0.062834,0.074773,0.110381,0.106188,0.168687,1.087884,0.579719,0.414758,0.561497,1.142240,0.232680,0.209098,5.657754,0.327586,0.162393,0.036312,0.465882,1.213922,3.572470,3.902698,0.823776,0.925918,0.265639,1.429038,1.331220,4.580000,3.924167,6.900000,8.402534,0.192506,0.069444,0.681991,3.778226,1.000000
16,1,2013,500,-0.023941,-0.025755,1.034358,0.006987,-0.089996,0.010082,-0.044739,0.263764,0.071540,0.049608,0.268930,-0.129870,-0.140647,0.539158,-0.336245,-1.256769,0.878603,0.000000,0.000000,0.994329,0.995114,0.005671,0.004886,0.000000,0.000000,0.040712,1.000000,0.878603,0.233032,-0.064902,-0.089956,0.979644,-0.024675,0.781726,-0.092208,-0.062036,-0.044739,0.785714,0.781726,0.088086,0.087070,0.088086,0.073511,0.006971,0.004255,-1.868831,-1.811039,3.255656,1.033595,-0.386026,1.389771,0.019011,-0.430417,-0.906742,-0.014085,-0.274398,-5.250000,5.250000,0.052930,-0.020362,0.761246,5.539568,5.789474,1.313636,0.672783,0.164935,1.473555,1.419020,0.020000,0.018333,12.900000,0.890094,0.001536,-0.065055,1.345635,2.227299,1.014518
16,1,2012,500,-0.031275,-0.016601,1.389771,0.010082,-0.120835,0.005394,-0.072151,0.504638,0.132083,0.090056,0.510319,-0.170294,-0.183956,0.507413,-0.217657,-1.180070,0.888986,0.000000,0.000000,0.995954,0.997849,0.004046,0.002151,0.000000,0.000000,0.035627,1.000000,0.888986,0.401180,-0.091706,-0.118881,0.959459,-0.030730,0.786902,-0.137004,-0.095069,-0.072151,0.788889,0.786902,0.085985,0.074713,0.085985,0.082600,0.001354,0.006825,-1.728553,-1.649168,3.982301,1.005714,-0.296329,1.296848,0.003385,-0.327434,-0.910317,0.167414,-0.225457,-5.333333,14.000000,0.075523,-0.017699,0.764562,6.149606,7.509615,1.307939,0.693914,0.158771,1.522050,1.483600,0.030000,0.113333,12.300000,2.954568,0.015862,0.249542,1.439266,1.996101,1.024021
17,1,2014,500,0.015940,0.007966,0.287701,0.213262,0.014623,0.198151,0.196830,0.022989,0.024857,0.024857,0.022805,0.017445,0.022418,0.608891,0.000000,-0.166586,0.803563,0.000000,0.000000,0.996037,0.985934,0.003963,0.014066,0.000000,0.066979,0.071384,0.956860,0.768897,0.022727,0.039630,0.014444,1.005009,0.020412,0.995959,0.093009,0.072630,0.196830,0.962740,0.950178,0.541114,0.486413,0.523873,0.521220,0.001326,0.005435,-0.215980,-0.235955,-0.262121,1.047949,0.635532,0.364162,0.110080,0.792690,-0.457067,0.209970,1.754642,0.096774,0.020690,0.003963,0.002273,0.945970,3.926471,4.474860,1.057116,0.780892,0.245943,1.474000,1.483000,0.020000,0.035000,11.400000,-1.418184,0.017866,-0.042470,1.288486,2.197621,1.018173
17,1,2013,500,0.008212,0.015940,0.364162,0.198151,0.006431,0.183424,0.176630,0.010136,0.012628,0.012628,0.009890,0.009777,0.013739,0.466008,0.000000,-0.202369,0.847976,0.000000,0.000000,0.975543,0.956698,0.024457,0.043302,0.067935,0.000000,0.082511,0.951688,0.807009,0.010078,0.017663,0.006417,1.009873,0.012538,0.895805,0.098187,0.064309,0.176630,0.775176,0.797831,0.428969,0.500707,0.396936,0.377437,0.009749,0.014851,-0.309668,-0.266616,-0.317829,1.009063,0.636723,0.361070,0.020891,0.761350,-0.557065,-0.166772,1.821727,0.222222,0.029630,0.005435,0.013953,0.794003,4.298701,3.740113,1.259441,0.654959,0.209970,1.473555,1.419020,0.020000,0.018333,12.900000,0.890094,0.001536,-0.065055,1.345635,2.227299,1.014518
17,1,2012,500,0.010433,0.008212,0.361070,0.183424,0.008610,0.180593,0.169811,0.013423,0.015483,0.015483,0.012777,0.011725,0.016080,0.681748,0.000000,-0.146753,0.801686,0.000000,0.000000,0.938005,0.909605,0.061995,0.090395,0.067385,0.000000,0.058192,0.826840,0.662866,0.013333,0.022911,0.008428,1.011864,0.012964,1.151867,0.079295,0.063814,0.169811,0.986344,1.022194,0.574713,0.642857,0.543103,0.502874,0.020115,0.082298,-0.186281,-0.144745,-0.232157,0.982546,0.632127,0.363455,-0.048851,0.816945,-0.398922,-0.093554,1.897989,0.160000,0.031250,0.005391,0.036078,1.018263,3.972500,3.838164,0.982064,0.804761,0.229075,1.522050,1.483600,0.030000,0.113333,12.300000,2.954568,0.015862,0.249542,1.439266,1.996101,1.024021
18,1,2013,500,-0.024490,0.011740,0.150118,0.186207,-0.024490,0.127389,0.127389,-0.029228,-0.029228,-0.029228,-0.029228,-0.027487,-0.030657,0.841411,-0.002312,0.119075,0.699422,0.000000,0.000819,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.052229,1.000000,0.699422,-0.029661,-0.133758,-0.024277,0.973248,-0.027595,1.247541,0.026281,0.023324,0.127389,1.257851,1.246519,1.656051,1.776978,1.656051,0.254777,0.700637,0.852518,0.135348,0.141919,0.145480,1.019565,0.818497,0.062252,0.114650,1.170248,0.656051,0.107715,4.509554,0.000000,0.000000,0.000000,0.000000,1.246519,2.926923,3.080972,0.802234,0.887464,0.197109,1.473555,1.419020,0.020000,0.018333,12.900000,0.890094,0.001536,-0.065055,1.345635,2.227299,1.014518
18,1,2012,500,-0.043133,-0.024490,0.062252,0.127389,-0.043133,0.016529,0.016529,-0.050802,-0.050802,-0.050802,-0.050802,-0.055152,-0.061389,0.699318,0.042353,0.132941,0.724706,0.001623,0.008006,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.055021,0.998377,0.723529,-0.052126,-0.314050,-0.044706,0.947730,-0.055313,1.108959,0.002911,0.002270,0.016529,1.115260,1.100080,1.933884,1.928571,1.933884,-0.165289,1.049587,1.195489,0.164483,0.179767,0.155007,0.962651,0.857647,-0.008299,-0.256198,1.183442,0.933884,-0.066576,6.024793,0.000000,0.000000,0.000000,0.000000,1.100080,2.935897,2.678363,0.909025,0.779796,0.155750,1.522050,1.483600,0.030000,0.113333,12.300000,2.954568,0.015862,0.249542,1.439266,1.996101,1.024021
18,1,2011,500,0.018317,-0.043133,-0.008299,0.016529,0.018317,0.386207,0.372414,0.021080,0.021080,0.021178,0.021178,0.024357,0.028617,0.875137,0.021930,0.146930,0.694079,0.014218,0.022746,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.052705,0.985782,0.684211,0.020860,0.110345,0.017544,1.024965,0.021739,1.223608,0.073370,0.061820,0.372414,1.162717,1.195776,1.924138,2.222707,1.924138,-0.710345,1.317241,1.537118,0.182065,0.190217,0.174707,1.143416,0.841009,-0.063800,0.758621,1.211690,0.924138,0.212521,5.289655,0.000000,0.000000,0.000000,0.000000,1.195776,2.637993,2.891945,0.836277,0.845977,0.119565,1.406451,1.511580,0.220000,0.195000,11.300000,4.219903,0.080085,0.151835,1.151835,2.181925,1.043590
19,1,2013,500,-0.022094,-0.029567,0.430191,0.032680,-0.025754,0.037037,0.026455,-0.045077,-0.024274,-0.023264,-0.027626,-0.054519,-0.063333,0.348894,-0.028070,0.016842,0.899649,0.000000,0.000000,0.206349,0.163180,0.793651,0.836820,0.000000,0.000000,0.072503,1.000000,0.899649,-0.048223,-0.067019,-0.026667,0.953488,-0.045911,0.535742,0.021521,0.010166,0.026455,0.546238,0.535742,1.205128,1.712821,1.025641,0.940171,0.042735,0.041026,0.034433,0.099713,0.030457,1.072189,0.581550,0.416296,0.521368,0.965679,0.042328,-0.011348,10.581197,-0.187500,0.285714,0.010582,0.571066,0.533691,4.943262,4.173653,1.873745,0.473184,0.164993,1.473555,1.419020,0.020000,0.018333,12.900000,0.890094,0.001536,-0.065055,1.345635,2.227299,1.014518
19,1,2012,500,0.004962,-0.021688,0.416296,0.037037,0.001985,0.095541,0.087580,0.003337,0.005201,0.005208,0.002083,0.004255,0.005059,0.311190,-0.028178,0.075360,0.871560,0.000000,0.000000,0.124204,0.113469,0.875796,0.886531,0.000000,0.000000,0.074074,0.998496,0.870249,0.003341,0.004777,0.001966,1.004274,0.010638,0.531674,0.078014,0.036388,0.087580,0.531674,0.530873,2.474359,2.769784,2.217949,2.141026,0.038462,0.071942,0.163121,0.174468,0.128062,1.092715,0.588467,0.410374,0.897436,1.088722,0.183121,-0.024896,18.564103,0.625000,0.083333,0.007962,0.612472,0.535308,3.652850,3.662338,1.868085,0.467042,0.241135,1.522050,1.483600,0.030000,0.113333,12.300000,2.954568,0.015862,0.249542,1.439266,1.996101,1.024021
19,1,2011,500,0.007455,0.004962,0.410374,0.095541,0.004538,0.137353,0.127303,0.007765,0.008321,0.008324,0.005067,0.010929,0.013158,0.397480,-0.034068,0.087508,0.871075,0.000000,0.000000,0.102178,0.250390,0.897822,0.749610,0.000000,0.000000,0.095304,1.018405,0.887108,0.007778,0.011725,0.004676,1.011050,0.015906,0.531422,0.105118,0.049271,0.127303,0.543609,0.530642,3.147541,1.199377,2.983607,2.754098,0.114754,0.028037,0.181189,0.044260,0.145556,0.905295,0.601202,0.395973,-1.524590,1.101227,0.219430,0.110599,23.540984,0.384615,0.060976,0.008375,0.595556,0.535754,3.765625,3.755844,1.866528,0.468872,0.242047,1.406451,1.511580,0.220000,0.195000,11.300000,4.219903,0.080085,0.151835,1.151835,2.181925,1.043590
20,2,2014,500,-0.006327,-0.022013,0.092391,0.203540,-0.006327,0.326667,0.326667,-0.009778,-0.009144,-0.009020,-0.009020,-0.004274,-0.004669,2.839290,0.149847,0.360092,0.525229,0.062591,0.050106,1.000000,0.869018,0.000000,0.130982,0.000000,0.095718,0.023211,0.937409,0.492355,-0.009499,-0.073333,-0.008410,0.995745,-0.004389,3.723626,0.019553,0.028185,0.326667,3.647744,3.537050,4.140000,1.987440,4.046667,3.820000,0.113333,0.031884,0.187949,0.203911,0.406736,1.013904,0.885321,0.103021,0.340000,1.685590,3.140000,-0.686240,7.720000,0.000000,0.000000,0.000000,0.000000,3.537050,4.035427,2.436558,0.282721,1.442717,0.235435,1.474000,1.483000,0.020000,0.035000,11.400000,-1.418184,0.017866,-0.042470,1.288486,2.197621,1.018173
21,1,2013,500,-0.036522,-0.004794,0.100743,0.290076,-0.038488,0.000000,-0.040134,-0.041722,-0.039140,-0.038906,-0.041246,-0.189751,-0.227197,0.131451,-0.195122,-0.054601,0.983093,0.026420,0.025813,0.862876,0.862676,0.137124,0.137324,0.344482,0.021127,0.150175,0.968706,0.952328,-0.042611,-0.471572,-0.039080,0.840512,-0.184211,0.207889,-0.016620,-0.003276,-0.040134,0.205114,0.201479,0.236434,0.214286,0.220930,-0.050388,0.135659,0.093878,-0.272853,-0.266620,-0.059535,1.052311,0.917129,0.073887,0.166667,0.944460,-0.658863,-0.081425,12.984496,-0.062016,1.000000,0.026756,0.012390,0.199945,11.836066,13.752381,5.001385,0.197079,0.030471,1.473555,1.419020,0.020000,0.018333,12.900000,0.890094,0.001536,-0.065055,1.345635,2.227299,1.014518
21,1,2012,500,-0.031550,-0.036304,0.073887,0.000000,-0.033462,0.044610,-0.003717,-0.035867,-0.033493,-0.033268,-0.035523,-0.153944,-0.182504,0.130238,-0.151385,-0.050551,0.988169,0.025226,0.020896,0.862454,0.865347,0.137546,0.134653,0.405204,-0.027723,0.137817,0.970068,0.958591,-0.036522,-0.468401,-0.033880,0.866593,-0.150127,0.218942,-0.001272,-0.000266,-0.003717,0.215520,0.213297,0.189655,0.237986,0.172414,0.077586,0.047414,0.052632,-0.239186,-0.211832,-0.054493,1.011905,0.927669,0.069579,0.047414,0.948844,-0.698885,0.299174,15.030172,-0.070796,0.666667,0.029740,0.010725,0.211660,17.863636,15.115385,4.724555,0.208737,0.036896,1.522050,1.483600,0.030000,0.113333,12.300000,2.954568,0.015862,0.249542,1.439266,1.996101,1.024021
21,1,2011,500,-0.025676,-0.031337,0.069579,0.044610,-0.027315,0.101695,0.042373,-0.028938,-0.027008,-0.026816,-0.028732,-0.161983,-0.200820,0.116298,-0.114638,-0.038038,0.984260,0.016653,0.020443,0.868644,0.879350,0.131356,0.120650,0.432203,-0.134571,0.165230,0.978678,0.963274,-0.029362,-0.444915,-0.027545,0.869253,-0.161983,0.164783,0.016529,0.002601,0.042373,0.162503,0.160627,0.292683,0.253298,0.273171,0.156098,0.058537,0.050132,-0.239669,-0.233884,-0.040548,1.032764,0.938090,0.058947,0.112195,0.961354,-0.614407,0.150190,17.595122,-0.076923,0.291667,0.029661,0.008669,0.159378,10.083333,12.604167,6.274380,0.157388,0.072727,1.406451,1.511580,0.220000,0.195000,11.300000,4.219903,0.080085,0.151835,1.151835,2.181925,1.043590
24,2,2014,600,-0.006207,-0.016152,0.632260,0.036608,-0.025157,0.059253,0.028715,-0.065434,-0.007787,-0.005146,-0.031561,-0.043590,-0.052686,0.552404,-0.144344,-0.136466,0.943725,0.085969,0.084084,0.312215,0.329631,0.687785,0.670369,0.000000,0.000000,0.063473,0.820215,0.774057,-0.067647,-0.041933,-0.025886,0.958231,-0.006460,0.831364,0.027132,0.017227,0.028715,0.712926,0.697297,0.291971,0.319407,0.221898,0.011679,0.105109,0.140162,-0.208872,-0.217485,-0.356618,0.977677,0.382667,0.609420,-0.093431,0.855397,-0.221057,-0.172782,4.188321,-3.080000,0.592308,0.035096,1.109559,0.678947,11.610000,9.797468,1.472868,0.634947,0.034453,1.474000,1.483000,0.020000,0.035000,11.400000,-1.418184,0.017866,-0.042470,1.288486,2.197621,1.018173
24,2,2013,600,-0.008986,-0.004102,0.609420,0.059253,-0.028030,0.056759,0.028163,-0.067864,-0.010858,-0.008302,-0.033870,-0.040156,-0.046849,0.625423,-0.107979,-0.139628,0.927128,0.082280,0.042017,0.346187,0.293773,0.653813,0.706227,0.000000,0.000000,0.057055,0.829891,0.769415,-0.070248,-0.044194,-0.027128,0.961394,-0.008906,0.956388,0.023156,0.017862,0.028163,0.824860,0.842437,0.342929,0.364940,0.274093,-0.066333,0.170213,0.147410,-0.187032,-0.141967,-0.361570,1.130665,0.386170,0.599338,0.494368,0.849398,-0.227470,-0.133107,3.705882,-2.138889,0.587786,0.033362,1.039256,0.823167,10.244526,12.257642,1.214820,0.771366,0.029569,1.473555,1.419020,0.020000,0.018333,12.900000,0.890094,0.001536,-0.065055,1.345635,2.227299,1.014518
24,2,2012,600,-0.031078,-0.006870,0.599338,0.056759,-0.050021,0.019348,-0.009674,-0.111212,-0.035901,-0.033470,-0.057783,-0.062558,-0.068535,0.685084,-0.063388,-0.077317,0.947698,0.000000,0.000000,0.232179,0.244163,0.767821,0.755837,0.000000,0.000000,0.047564,0.909418,0.861853,-0.117761,-0.093177,-0.052018,0.941125,-0.032736,1.054208,-0.005868,-0.005193,-0.009674,0.992947,0.972811,0.403509,0.542218,0.278509,0.063596,0.107456,0.230926,-0.084002,-0.069487,-0.175032,0.974840,0.441728,0.552032,-0.223684,0.918416,-0.138493,-0.126988,6.714912,-0.611111,2.026316,0.039206,0.970399,0.954599,17.597826,12.150094,1.047560,0.885062,0.024089,1.522050,1.483600,0.030000,0.113333,12.300000,2.954568,0.015862,0.249542,1.439266,1.996101,1.024021
24,2,2011,600,-0.007586,-0.028974,0.552032,0.019348,-0.024287,0.054316,0.026188,-0.049958,-0.008390,-0.006338,-0.026860,-0.026634,-0.029066,0.942027,-0.035272,-0.046854,0.908134,0.000000,0.012286,0.255577,0.186405,0.744423,0.813595,0.000000,0.000000,0.037474,0.918261,0.833904,-0.051238,-0.043162,-0.023427,0.974057,-0.005662,1.236746,0.014559,0.014736,0.026188,1.092167,1.125133,0.662239,0.907407,0.592030,-0.083491,0.337761,0.450142,-0.047991,-0.008762,-0.102476,1.041898,0.457226,0.520298,0.343454,0.948406,-0.086324,7.894484,6.208729,-2.193548,0.607143,0.032978,0.883708,1.108488,10.627507,11.645212,0.902130,1.012144,0.036128,1.406451,1.511580,0.220000,0.195000,11.300000,4.219903,0.080085,0.151835,1.151835,2.181925,1.043590
